title,authors,genre,subjects,avg_rating,ratings_count,year,pages,isbn,source,content,publication_year
City of Fallen Angels,Cassandra Clare,Horror,Magic; Vampires; Paranormal fiction; Juvenile fiction; Demonology; The Mortal Instruments Series,4.24,25.0,2011.0,434.0,9781406330335,OpenLibraryAPI,City of Fallen Angels Cassandra Clare Horror Magic; Vampires; Paranormal fiction; Juvenile fiction; Demonology; The Mortal Instruments Series,
The Haunting of Hill House,Shirley Jackson,Horror,Haunted houses; Fiction; Large type books; Casas embrujadas; Cuentos de terror; Ficción,3.9605262,76.0,1959.0,246.0,3865527078,OpenLibraryAPI,The Haunting of Hill House Shirley Jackson Horror Haunted houses; Fiction; Large type books; Casas embrujadas; Cuentos de terror; Ficción,
The Cask of Amontillado,Edgar Allan Poe,Horror,Classic Literature; Crime; Detective and mystery stories; Fiction; Horror stories; Revenge,4.285714,21.0,1846.0,30.0,9781512063257,OpenLibraryAPI,The Cask of Amontillado Edgar Allan Poe Horror Classic Literature; Crime; Detective and mystery stories; Fiction; Horror stories; Revenge,
Interview With the Vampire,Anne Rice,Horror,gothic horror; vampire literature; Vampires; Translations into Spanish; Fiction; Novela,3.9247313,93.0,1976.0,349.0,9781472200686,OpenLibraryAPI,Interview With the Vampire Anne Rice Horror gothic horror; vampire literature; Vampires; Translations into Spanish; Fiction; Novela,
Novels (Black House / Talisman),"Stephen King, Peter Straub",Horror,Talismans; Mothers and sons; Fiction; Quests; Boys; Fantasy,4.075,40.0,2002.0,1456.0,1880418533,OpenLibraryAPI,"Novels (Black House / Talisman) Stephen King, Peter Straub Horror Talismans; Mothers and sons; Fiction; Quests; Boys; Fantasy",
The Day of the Triffids,"John Wyndham, Marcel Battin, Cover by Andy Bridge",Horror,Blind; English Fantasy fiction; Translations into Russian; Science Fiction & Fantasy; Horror; Fiction in English,4.0487804,41.0,1951.0,270.0,9780575073388,OpenLibraryAPI,"The Day of the Triffids John Wyndham, Marcel Battin, Cover by Andy Bridge Horror Blind; English Fantasy fiction; Translations into Russian; Science Fiction & Fantasy; Horror; Fiction in English",
Carmilla,Sheridan Le Fanu,Horror,"English Fantasy fiction; Fantasy fiction, English; Fiction; Lesbians; Vampires; Fiction, horror",3.921875,64.0,1871.0,90.0,9781503082250,OpenLibraryAPI,"Carmilla Sheridan Le Fanu Horror English Fantasy fiction; Fantasy fiction, English; Fiction; Lesbians; Vampires; Fiction, horror",
The Hollow Boy,Jonathan Stroud,Horror,JUVENILE FICTION / Horror & Ghost Stories; Ghost stories; Paranormal fiction; JUVENILE FICTION / Fantasy & Magic; JUVENILE FICTION / Mysteries & Detective Stories; Fiction,4.5384617,13.0,2015.0,448.0,8419266221,OpenLibraryAPI,The Hollow Boy Jonathan Stroud Horror JUVENILE FICTION / Horror & Ghost Stories; Ghost stories; Paranormal fiction; JUVENILE FICTION / Fantasy & Magic; JUVENILE FICTION / Mysteries & Detective Stories; Fiction,
Broken Homes,Ben Aaronovitch,Horror,"Fiction; Wizards; Fiction, mystery & detective, general; Fiction, crime; London (england), fiction; Murder",4.1666665,24.0,2013.0,357.0,0575132493,OpenLibraryAPI,"Broken Homes Ben Aaronovitch Horror Fiction; Wizards; Fiction, mystery & detective, general; Fiction, crime; London (england), fiction; Murder",
I am Legend,Richard Matheson,Horror,"Fiction, horror; Fiction, science fiction, general; Vampires, fiction; Vampires; Fiction; Epidemics",4.2083335,24.0,1954.0,192.0,9780795315640,OpenLibraryAPI,"I am Legend Richard Matheson Horror Fiction, horror; Fiction, science fiction, general; Vampires, fiction; Vampires; Fiction; Epidemics",
Night of the Living Dummy,Robert Lawrence Stine,Horror,Fiction; Puppets; Juvenile fiction; Mannequins (Figures); Sibling rivalry in fiction; Twins,4.352941,17.0,1993.0,141.0,9783570225943,OpenLibraryAPI,Night of the Living Dummy Robert Lawrence Stine Horror Fiction; Puppets; Juvenile fiction; Mannequins (Figures); Sibling rivalry in fiction; Twins,
Holes,Louis Sachar,Adventure,Newbery Medal; Fluch; Amistad; Fiction; Homeless persons; Junge,4.238342,193.0,1988.0,240.0,3407740980,OpenLibraryAPI,Holes Louis Sachar Adventure Newbery Medal; Fluch; Amistad; Fiction; Homeless persons; Junge,
Quattro topi nella giungla nera,Elisabetta Dami,Adventure,Juvenile fiction; Humorous stories; Journalists; Geronimo Stilton (Fictitious character); Adventure and adventurers; Jungles,4.68,25.0,2003.0,122.0,9781417629718,OpenLibraryAPI,Quattro topi nella giungla nera Elisabetta Dami Adventure Juvenile fiction; Humorous stories; Journalists; Geronimo Stilton (Fictitious character); Adventure and adventurers; Jungles,
Runaway Ralph,Beverly Cleary,Adventure,watchdogs; motorcycling; camping; running away; summer camp; summer,4.2987013,77.0,1970.0,175.0,0062040553,OpenLibraryAPI,Runaway Ralph Beverly Cleary Adventure watchdogs; motorcycling; camping; running away; summer camp; summer,
Into Thin Air,Jon Krakauer,Adventure,History; Adventure Consultants. Guided Expedition (1996 : Mount Everest); Adventure Consultants Guided Expedition (1996 : Mount Everest); Mountain Madness (Firm) Everest Expedition (1996); Mountaineering expeditions; Open Library Staff Picks,4.3846154,39.0,1996.0,335.0,0440784646,OpenLibraryAPI,Into Thin Air Jon Krakauer Adventure History; Adventure Consultants. Guided Expedition (1996 : Mount Everest); Adventure Consultants Guided Expedition (1996 : Mount Everest); Mountain Madness (Firm) Everest Expedition (1996); Mountaineering expeditions; Open Library Staff Picks,
Spy school,Stuart Gibbs,Adventure,Schools; Spies; Fiction; School stories; JUVENILE FICTION / Social Themes / New Experience; Juvenile fiction,4.5172415,29.0,2012.0,290.0,9781442421844,OpenLibraryAPI,Spy school Stuart Gibbs Adventure Schools; Spies; Fiction; School stories; JUVENILE FICTION / Social Themes / New Experience; Juvenile fiction,
Hatchet,Gary Paulsen,Adventure,"Divorce; plane crash; survival; Canada, fiction; Divorce, fiction; Children's fiction",4.1741934,155.0,1986.0,192.0,9781581180558,OpenLibraryAPI,"Hatchet Gary Paulsen Adventure Divorce; plane crash; survival; Canada, fiction; Divorce, fiction; Children's fiction",
Quella stratopica vacanza alla pensione Mirasorci...,Elisabetta Dami,Adventure,Humorous stories; Handicraft; Journalists; Geronimo Stilton (Fictitious character); Juvenile fiction; Fiction,4.7222223,18.0,1972.0,117.0,8408173510,OpenLibraryAPI,Quella stratopica vacanza alla pensione Mirasorci... Elisabetta Dami Adventure Humorous stories; Handicraft; Journalists; Geronimo Stilton (Fictitious character); Juvenile fiction; Fiction,
Everblaze,Shannon Messenger,Adventure,Middle grade; Identity (Philosophical concept); Ability; Juvenile fiction; Fiction; Fantasy,4.6153846,26.0,2014.0,632.0,9798855090437,OpenLibraryAPI,Everblaze Shannon Messenger Adventure Middle grade; Identity (Philosophical concept); Ability; Juvenile fiction; Fiction; Fantasy,
Dork Diaries 15,Rachel Renée Russell,Adventure,girls; friens; pls give back; Dork Diaries; Rachel Renée Russell; Middle grade fiction,4.6153846,26.0,2010.0,304.0,9781534480483,OpenLibraryAPI,Dork Diaries 15 Rachel Renée Russell Adventure girls; friens; pls give back; Dork Diaries; Rachel Renée Russell; Middle grade fiction,
The Hammer of Thor,Rick Riordan,Adventure,Serie:Magnus_Chase_and_the_Gods_of_Asgard; Viking legends; adventure; LGBTQ young adult; Stonewall Book Awards; Children's fiction,4.6086955,23.0,2016.0,480.0,9780451485236,OpenLibraryAPI,The Hammer of Thor Rick Riordan Adventure Serie:Magnus_Chase_and_the_Gods_of_Asgard; Viking legends; adventure; LGBTQ young adult; Stonewall Book Awards; Children's fiction,
Wild Magic,Tamora Pierce,Adventure,The Immortals; Tortal; Daine; Paranormal fiction; Juvenile fiction; Human-animal communication,4.56,25.0,1992.0,326.0,9780689317613,OpenLibraryAPI,Wild Magic Tamora Pierce Adventure The Immortals; Tortal; Daine; Paranormal fiction; Juvenile fiction; Human-animal communication,
Demon Dentist,David Walliams,Adventure,Humorous stories; Dentists; Children's stories; Teeth; Juvenile fiction; Fear,4.857143,14.0,1900.0,431.0,8490431914,OpenLibraryAPI,Demon Dentist David Walliams Adventure Humorous stories; Dentists; Children's stories; Teeth; Juvenile fiction; Fear,
The Enchantress Returns,Chris Colfer,Adventure,Fairy tales; Characters in literature; Magic; Brothers and sisters; Fiction; Twins,4.56,25.0,2013.0,528.0,0316252379,OpenLibraryAPI,The Enchantress Returns Chris Colfer Adventure Fairy tales; Characters in literature; Magic; Brothers and sisters; Fiction; Twins,
A Winglets Collection,Tui T. Sutherland,Adventure,"Fantasy; Dragons; Mind control; Children's fiction; Dragons, fiction; Magic, fiction",4.5555553,27.0,2016.0,144.0,1338126199,OpenLibraryAPI,"A Winglets Collection Tui T. Sutherland Adventure Fantasy; Dragons; Mind control; Children's fiction; Dragons, fiction; Magic, fiction",
The Witches,Roald Dahl,Adventure,Fiction; Witches; Grandmothers; Juvenile fiction; Ficción juvenil; Brujas,4.1666665,90.0,1983.0,208.0,3150090806,OpenLibraryAPI,The Witches Roald Dahl Adventure Fiction; Witches; Grandmothers; Juvenile fiction; Ficción juvenil; Brujas,
The Adventures of Captain Underpants,Dav Pilkey,Adventure,Humorous stories; School principals; Cartoons and comics; Heroes; Fiction; American Humorous stories,4.2686567,67.0,1997.0,128.0,0613544080,OpenLibraryAPI,The Adventures of Captain Underpants Dav Pilkey Adventure Humorous stories; School principals; Cartoons and comics; Heroes; Fiction; American Humorous stories,
Neverseen,Shannon Messenger,Adventure,fantasy; middle grade; Friendship; Juvenile fiction; Psychic ability; Elves,4.6190476,21.0,2015.0,680.0,148449816X,OpenLibraryAPI,Neverseen Shannon Messenger Adventure fantasy; middle grade; Friendship; Juvenile fiction; Psychic ability; Elves,
The Emperor's Soul,Brandon Sanderson,Adventure,"Forgery; Forgers; Fiction; Fiction, fantasy, general; Fiction, fantasy, action & adventure; Fiction, fantasy, epic",4.26,50.0,2012.0,180.0,1616960922,OpenLibraryAPI,"The Emperor's Soul Brandon Sanderson Adventure Forgery; Forgers; Fiction; Fiction, fantasy, general; Fiction, fantasy, action & adventure; Fiction, fantasy, epic",
Sadako and the Thousand Paper Cranes,Eleanor Coerr,Historical Fiction,Fiction; Historical Fiction; Juvenile Fiction; Leukemia; Atomic bomb; Death,4.6551723,29.0,1977.0,80.0,0698118022,OpenLibraryAPI,Sadako and the Thousand Paper Cranes Eleanor Coerr Historical Fiction Fiction; Historical Fiction; Juvenile Fiction; Leukemia; Atomic bomb; Death,
The Help,"Kathryn Stockett, Álvaro Abella Villar, Alvaro Abella",Historical Fiction,novels; Fiction; Civil rights movements; Household employees; African American women; literary fiction,4.266667,105.0,2009.0,479.0,9780241972229,OpenLibraryAPI,"The Help Kathryn Stockett, Álvaro Abella Villar, Alvaro Abella Historical Fiction novels; Fiction; Civil rights movements; Household employees; African American women; literary fiction",
The Jungle,Upton Sinclair,Historical Fiction,Slaughtering and slaughter-houses; Sociology; Lithuanian Americans; Fiction; Historical Fiction; Emigration and immigration,4.2708335,96.0,1707.0,350.0,1631065033,OpenLibraryAPI,The Jungle Upton Sinclair Historical Fiction Slaughtering and slaughter-houses; Sociology; Lithuanian Americans; Fiction; Historical Fiction; Emigration and immigration,
Stone Butch Blues,Leslie Feinberg,Historical Fiction,gay; Coming out (Sexual orientation); Fiction; lgbt; Transsexuals; Lesbians,4.6086955,23.0,1993.0,452.0,9788416946167,OpenLibraryAPI,Stone Butch Blues Leslie Feinberg Historical Fiction gay; Coming out (Sexual orientation); Fiction; lgbt; Transsexuals; Lesbians,
The Bronze Bow,Elizabeth George Speare,Historical Fiction,"Juvenile fiction; Newbery Medal; Fiction; Historical fiction; Jesus christ, fiction; Jews, history, fiction",4.736842,19.0,1961.0,255.0,9780575001763,OpenLibraryAPI,"The Bronze Bow Elizabeth George Speare Historical Fiction Juvenile fiction; Newbery Medal; Fiction; Historical fiction; Jesus christ, fiction; Jews, history, fiction",
Im Westen nichts Neues,Erich Maria Remarque,Historical Fiction,"World War, 1914-1918; Fiction; Open Library Staff Picks; Translations into English; German fiction; Soldiers",4.195652,92.0,1928.0,248.0,0972976566,OpenLibraryAPI,"Im Westen nichts Neues Erich Maria Remarque Historical Fiction World War, 1914-1918; Fiction; Open Library Staff Picks; Translations into English; German fiction; Soldiers",
The One and Only Ivan,Katherine Applegate,Historical Fiction,Animals; Elephants; Fiction; Gorilla; Treatment; Juvenile fiction,4.4,45.0,2011.0,322.0,9780061992278,OpenLibraryAPI,The One and Only Ivan Katherine Applegate Historical Fiction Animals; Elephants; Fiction; Gorilla; Treatment; Juvenile fiction,
Catch-22,Joseph Heller,Historical Fiction,"Open Library Staff Picks; Satire; War stories; Fiction; Drama; World War, 1939-1945",4.118812,202.0,1961.0,463.0,9780224613286,OpenLibraryAPI,"Catch-22 Joseph Heller Historical Fiction Open Library Staff Picks; Satire; War stories; Fiction; Drama; World War, 1939-1945",
The war that Saved my Life,Kimberly Brubaker Bradley,Historical Fiction,YA fiction; abusive parenting; Brothers and sisters; Juvenile fiction; World War (1939-1945) fast (OCoLC)fst01180924; Fiction,4.6086955,23.0,2015.0,324.0,9780803740815,OpenLibraryAPI,The war that Saved my Life Kimberly Brubaker Bradley Historical Fiction YA fiction; abusive parenting; Brothers and sisters; Juvenile fiction; World War (1939-1945) fast (OCoLC)fst01180924; Fiction,
The Color Purple,Alice Walker,Historical Fiction,Fiction & Literature; Blacks; social life and customs; songs and music; Lesbian fiction; Epistolary fiction,4.195402,87.0,1976.0,262.0,9788401321474,OpenLibraryAPI,The Color Purple Alice Walker Historical Fiction Fiction & Literature; Blacks; social life and customs; songs and music; Lesbian fiction; Epistolary fiction,
The Tattooist of Auschwitz: the heart-breaking and unforgettable international bestseller,"Heather Morris, Heather Morris, Morris, Heather teacher., Morris Heather, Sarah Fields",Historical Fiction,"Fiction, biographical; Holocaust, jewish (1939-1945), fiction; World war, 1939-1945, fiction; Jews, fiction; Fiction, historical, general; Man-woman relationships",4.428571,28.0,2018.0,304.0,9780368266966,OpenLibraryAPI,"The Tattooist of Auschwitz: the heart-breaking and unforgettable international bestseller Heather Morris, Heather Morris, Morris, Heather teacher., Morris Heather, Sarah Fields Historical Fiction Fiction, biographical; Holocaust, jewish (1939-1945), fiction; World war, 1939-1945, fiction; Jews, fiction; Fiction, historical, general; Man-woman relationships",
Number the Stars,Lois Lowry,Historical Fiction,"Fiction; Friendship; Rescue; World War, 1939-1945; Jews; Juvenile fiction",4.173077,104.0,1901.0,147.0,0395510600,OpenLibraryAPI,"Number the Stars Lois Lowry Historical Fiction Fiction; Friendship; Rescue; World War, 1939-1945; Jews; Juvenile fiction",
Circe,Madeline Miller,Historical Fiction,Fantasy; Mythology; Historical Fiction; Retellings; Gods; Fiction,4.147059,102.0,2018.0,404.0,9780316556323,OpenLibraryAPI,Circe Madeline Miller Historical Fiction Fantasy; Mythology; Historical Fiction; Retellings; Gods; Fiction,
,Михаил Афанасьевич Булгаков,Historical Fiction,satire; humor; Politicians; Good and evil; Alienation; atheism,4.1368423,95.0,1966.0,439.0,9785170661022,OpenLibraryAPI, Михаил Афанасьевич Булгаков Historical Fiction satire; humor; Politicians; Good and evil; Alienation; atheism,
Roots,Alex Haley,Historical Fiction,Blacks; History; African American families; African Americans; Afro-Americans; Alex Haley,4.52,25.0,1861.0,688.0,9788473861342,OpenLibraryAPI,Roots Alex Haley Historical Fiction Blacks; History; African American families; African Americans; Afro-Americans; Alex Haley,
Before they are hanged,Joe Abercrombie,Historical Fiction,"Fiction, fantasy, general; Fiction, fantasy, epic; Fiction, war & military; Fiction, action & adventure; Fiction, science fiction, general; Kings and rulers",4.174603,63.0,2007.0,560.0,159606403X,OpenLibraryAPI,"Before they are hanged Joe Abercrombie Historical Fiction Fiction, fantasy, general; Fiction, fantasy, epic; Fiction, war & military; Fiction, action & adventure; Fiction, science fiction, general; Kings and rulers",
,Фёдор Михайлович Достоевский,Historical Fiction,"Fiction; History; General; Officials and employees; Employees; Fiction, historical",4.255814,43.0,1864.0,132.0,9781627555975,OpenLibraryAPI," Фёдор Михайлович Достоевский Historical Fiction Fiction; History; General; Officials and employees; Employees; Fiction, historical",
Last Argument of Kings,Joe Abercrombie,Historical Fiction,"Fiction, fantasy, historical; Fiction, war & military; Fiction, fantasy, general; Imaginary wars and battles; Fiction; Kings and rulers",4.178571,56.0,2008.0,663.0,1399604325,OpenLibraryAPI,"Last Argument of Kings Joe Abercrombie Historical Fiction Fiction, fantasy, historical; Fiction, war & military; Fiction, fantasy, general; Imaginary wars and battles; Fiction; Kings and rulers",
The Hired Girl,Laura Amy Schlitz,Historical Fiction,Women household employees; diaries; authorship; farm life; young adult fiction; hired help,4.149254,67.0,2015.0,400.0,9781406365931,OpenLibraryAPI,The Hired Girl Laura Amy Schlitz Historical Fiction Women household employees; diaries; authorship; farm life; young adult fiction; hired help,
Hamlet,William Shakespeare,Historical Fiction,"performing arts; Stage history; Reyes, reinas, soberanos; Venganza; History and criticism; Criticism and interpretation",4.018072,166.0,1603.0,192.0,9781016658362,OpenLibraryAPI,"Hamlet William Shakespeare Historical Fiction performing arts; Stage history; Reyes, reinas, soberanos; Venganza; History and criticism; Criticism and interpretation",
Adventures of Huckleberry Finn,Mark Twain,Historical Fiction,adventure and adventurers; Adventure stories; American fiction (fictional works by one author); American literature; Boys; Child and youth fiction,3.9629629,243.0,1876.0,346.0,1625000219,OpenLibraryAPI,Adventures of Huckleberry Finn Mark Twain Historical Fiction adventure and adventurers; Adventure stories; American fiction (fictional works by one author); American literature; Boys; Child and youth fiction,
Half of a Yellow Sun,Chimamanda Ngozi Adichie,Historical Fiction,literary fiction; historical fiction; political fiction; war; military fiction; Fiction,4.2727275,33.0,2006.0,474.0,0007506074,OpenLibraryAPI,Half of a Yellow Sun Chimamanda Ngozi Adichie Historical Fiction literary fiction; historical fiction; political fiction; war; military fiction; Fiction,
East of Eden,John Steinbeck,Historical Fiction,migrant labor; historical fiction; domestic fiction; depravity; beneficence; love,4.0729165,96.0,1952.0,613.0,9780241980354,OpenLibraryAPI,East of Eden John Steinbeck Historical Fiction migrant labor; historical fiction; domestic fiction; depravity; beneficence; love,
,Όμηρος,Historical Fiction,Odysseus (Greek mythology); Greeks; Poetry; Classical literature; Poesía; Open Library Staff Picks,4.0555553,90.0,1505.0,432.0,9780856686283,OpenLibraryAPI, Όμηρος Historical Fiction Odysseus (Greek mythology); Greeks; Poetry; Classical literature; Poesía; Open Library Staff Picks,
Their Eyes Were Watching God,Zora Neale Hurston,Historical Fiction,"African American women; Fiction; Psychology; Self-realization; Florida, fiction; African americans, fiction",4.163265,49.0,1937.0,231.0,9780060838676,OpenLibraryAPI,"Their Eyes Were Watching God Zora Neale Hurston Historical Fiction African American women; Fiction; Psychology; Self-realization; Florida, fiction; African americans, fiction",
Dom Casmurro,Machado de Assis,Historical Fiction,Religious; Fiction; Reminiscing in old age; Adultery; Authorship; Catholics,4.45,20.0,1900.0,268.0,9780850515039,OpenLibraryAPI,Dom Casmurro Machado de Assis Historical Fiction Religious; Fiction; Reminiscing in old age; Adultery; Authorship; Catholics,
The Adventures of Tom Sawyer,Mark Twain,Historical Fiction,The Adventures of Tom Sawyer; Mark Twain; 1835-1910; 19th Century; Historical; Fiction,3.9675324,154.0,1817.0,253.0,0517387735,OpenLibraryAPI,The Adventures of Tom Sawyer Mark Twain Historical Fiction The Adventures of Tom Sawyer; Mark Twain; 1835-1910; 19th Century; Historical; Fiction,
When the Wind Blows,Raymond Briggs,Historical Fiction,"Popular works; Nuclear warfare; English drama; Comic books, strips; Comics & graphic novels, general; Fiction, historical, general",4.6,15.0,1982.0,46.0,014081356X,OpenLibraryAPI,"When the Wind Blows Raymond Briggs Historical Fiction Popular works; Nuclear warfare; English drama; Comic books, strips; Comics & graphic novels, general; Fiction, historical, general",
Macbeth,William Shakespeare,Historical Fiction,Drama; Regicides; Kings and rulers; Texts; French-Canadian dialect; Scotland,3.9791667,144.0,1508.0,135.0,9798737272395,OpenLibraryAPI,Macbeth William Shakespeare Historical Fiction Drama; Regicides; Kings and rulers; Texts; French-Canadian dialect; Scotland,
The Great Hunt (The Wheel of Time Book 2),Robert Jordan,Historical Fiction,"series:The Wheel of Time; Fiction; Fantasy fiction; Fantasy; Fiction, fantasy, epic; Fiction, fantasy, historical",4.0212765,94.0,1990.0,672.0,9781593974336,OpenLibraryAPI,"The Great Hunt (The Wheel of Time Book 2) Robert Jordan Historical Fiction series:The Wheel of Time; Fiction; Fantasy fiction; Fantasy; Fiction, fantasy, epic; Fiction, fantasy, historical",
The Time Machine,H. G. Wells,Historical Fiction,Self-experimentation in medicine in fiction; Fiction; Time travel in fiction; Dystopias in fiction; Literature; Scientists,4.00813,123.0,1895.0,120.0,9781774415702,OpenLibraryAPI,The Time Machine H. G. Wells Historical Fiction Self-experimentation in medicine in fiction; Fiction; Time travel in fiction; Dystopias in fiction; Literature; Scientists,
War and Peace,Лев Толстой,Historical Fiction,"Classic; History; Russian Empire; Fiction; Russia; Russia (federation), fiction",4.236842,38.0,1864.0,696.0,9780345472403,OpenLibraryAPI,"War and Peace Лев Толстой Historical Fiction Classic; History; Russian Empire; Fiction; Russia; Russia (federation), fiction",
The Clan of the Cave Bear,Jean M. Auel,Historical Fiction,Neanderthals; shamanism; sign language; taboos; prehistoric fiction; epic,4.0547943,73.0,1900.0,524.0,9788415120032,OpenLibraryAPI,The Clan of the Cave Bear Jean M. Auel Historical Fiction Neanderthals; shamanism; sign language; taboos; prehistoric fiction; epic,
Secreto,"Julie Garwood, Susan Duerden",Historical Fiction,"Fiction, Romance, Historical; Social life and customs, fiction; Secrets, fiction; Romans, nouvelles",4.642857,14.0,1992.0,379.0,1416517111,OpenLibraryAPI,"Secreto Julie Garwood, Susan Duerden Historical Fiction Fiction, Romance, Historical; Social life and customs, fiction; Secrets, fiction; Romans, nouvelles",
,"Лев Толстой, Anthony Briggs, Anthony Horvath, Zinc Read",Historical Fiction,Literature; Manners and customs in fiction; Novellas; Fiction; Death in fiction; Russian,4.111111,45.0,1887.0,92.0,9780241251775,OpenLibraryAPI," Лев Толстой, Anthony Briggs, Anthony Horvath, Zinc Read Historical Fiction Literature; Manners and customs in fiction; Novellas; Fiction; Death in fiction; Russian",
Tender Rebel,Johanna Lindsey,Historical Fiction,"Fiction; Inheritance and succession; Social life and customs; Malory family (Fictitious characters); Fiction, romance, historical; Large type books",4.75,12.0,1988.0,401.0,9785237023008,OpenLibraryAPI,"Tender Rebel Johanna Lindsey Historical Fiction Fiction; Inheritance and succession; Social life and customs; Malory family (Fictitious characters); Fiction, romance, historical; Large type books",
Persuasion,Jane Austen,Historical Fiction,"Fiction, Romance, Historical, Regency; Love stories, English; Moški in ženske; V leposlovju; Medosebni odnosi; Družbene razmere",4.125,48.0,1789.0,268.0,9798724035057,OpenLibraryAPI,"Persuasion Jane Austen Historical Fiction Fiction, Romance, Historical, Regency; Love stories, English; Moški in ženske; V leposlovju; Medosebni odnosi; Družbene razmere",
First Test (Protector of the Small #1),Tamora Pierce,Historical Fiction,Kel; Protector of the Small; Tortall; Fantasy fiction; Juvenile fiction; Fiction,4.4210525,19.0,1999.0,232.0,9780439982566,OpenLibraryAPI,First Test (Protector of the Small #1) Tamora Pierce Historical Fiction Kel; Protector of the Small; Tortall; Fantasy fiction; Juvenile fiction; Fiction,
,Фёдор Михайлович Достоевский,Historical Fiction,"Notebooks, sketchbooks; Fiction, general; Russia in fiction; Fiction; Social conditions; Social life and customs",4.1463413,41.0,1874.0,620.0,9783538050488,OpenLibraryAPI," Фёдор Михайлович Достоевский Historical Fiction Notebooks, sketchbooks; Fiction, general; Russia in fiction; Fiction; Social conditions; Social life and customs",
Outlander,Diana Gabaldon,Historical Fiction,"Man-woman relationships, fiction; Historical fiction; Culloden, Battle of, Scotland, 1746; Jacobite Rebellion, 1745-1746 in fiction; History; Scotland in fiction",4.1355934,59.0,1991.0,672.0,1510005528,OpenLibraryAPI,"Outlander Diana Gabaldon Historical Fiction Man-woman relationships, fiction; Historical fiction; Culloden, Battle of, Scotland, 1746; Jacobite Rebellion, 1745-1746 in fiction; History; Scotland in fiction",
The Hawk That Dare Not Hunt by Day,Scott O’Dell,Historical Fiction,"Fiction; Reformation in fiction; Juvenile fiction; Historical fiction; Tyndale, William, in fiction; Reformation",4.818182,11.0,1975.0,188.0,9780890843680,OpenLibraryAPI,"The Hawk That Dare Not Hunt by Day Scott O’Dell Historical Fiction Fiction; Reformation in fiction; Juvenile fiction; Historical fiction; Tyndale, William, in fiction; Reformation",
The Invention of Hugo Cabret,Brian Selznick,Historical Fiction,historical fiction; Juvenile fiction; Railroad stations; Robots; Fiction; New York Times bestseller,4.470588,17.0,1920.0,534.0,0545003636,OpenLibraryAPI,The Invention of Hugo Cabret Brian Selznick Historical Fiction historical fiction; Juvenile fiction; Railroad stations; Robots; Fiction; New York Times bestseller,
Shgun,James Clavell,Historical Fiction,Fiction; Historical fiction; History; Spanish language books; Fiction in English; Warlords,4.2916665,24.0,1975.0,1121.0,9780340839942,OpenLibraryAPI,Shgun James Clavell Historical Fiction Fiction; Historical fiction; History; Spanish language books; Fiction in English; Warlords,
The Wind in the Willows,Kenneth Grahame,Historical Fiction,"Children's fiction; Animals, fiction; Friendship, fiction; England, fiction; Fiction; Animals",4.0545454,55.0,1908.0,192.0,9781847496386,OpenLibraryAPI,"The Wind in the Willows Kenneth Grahame Historical Fiction Children's fiction; Animals, fiction; Friendship, fiction; England, fiction; Fiction; Animals",
The Bluest Eye,Toni Morrison,Historical Fiction,foster care; Dick and Jane; flashback; White Anglo-Saxon Protestants; inferiority complex; whiteness,4.193548,31.0,1970.0,181.0,1583425381,OpenLibraryAPI,The Bluest Eye Toni Morrison Historical Fiction foster care; Dick and Jane; flashback; White Anglo-Saxon Protestants; inferiority complex; whiteness,
The Scarlet Pimpernel,Emma Orczy,Historical Fiction,Classic Literature; Adventure and adventurers; Open Library Staff Picks; British; Fiction; Text-books for foreigners,4.25,28.0,1900.0,303.0,0241341345,OpenLibraryAPI,The Scarlet Pimpernel Emma Orczy Historical Fiction Classic Literature; Adventure and adventurers; Open Library Staff Picks; British; Fiction; Text-books for foreigners,
Frog and Toad All Year,Arnold Lobel,Classics,accelerated reader; amistad; animals; children's fiction; children's stories; classics,4.8,20.0,1976.0,64.0,9780394693583,OpenLibraryAPI,Frog and Toad All Year Arnold Lobel Classics accelerated reader; amistad; animals; children's fiction; children's stories; classics,
The Prophet,Kahlil Gibran,Classics,Poetry; Classics; Literature & Fiction; Religion,4.321429,56.0,1900.0,112.0,9501702162,OpenLibraryAPI,The Prophet Kahlil Gibran Classics Poetry; Classics; Literature & Fiction; Religion,
To Kill a Mockingbird,Harper Lee,Classics,fiction; fiction classics; contemporary fiction; racial segregation; mob mentality; Southern Gothic,4.123077,260.0,1960.0,320.0,0822072092,OpenLibraryAPI,To Kill a Mockingbird Harper Lee Classics fiction; fiction classics; contemporary fiction; racial segregation; mob mentality; Southern Gothic,
The Bell Jar,Sylvia Plath,Classics,women college students; summer; Classics; Literature; Psychology; Feminism,4.223881,67.0,1948.0,262.0,9798443779591,OpenLibraryAPI,The Bell Jar Sylvia Plath Classics women college students; summer; Classics; Literature; Psychology; Feminism,
Das Schlo,Franz Kafka,Classics,Fiction; Bureaucracy; Castles; Criticism and interpretation; Classic Literature; German literature,4.5,24.0,1926.0,386.0,2253150169,OpenLibraryAPI,Das Schlo Franz Kafka Classics Fiction; Bureaucracy; Castles; Criticism and interpretation; Classic Literature; German literature,
Der Proce,Franz Kafka,Classics,Fiction; Alegorical fiction; Manuscripts; Facsimiles; Trials; Ficción,4.193548,62.0,1825.0,269.0,9780785925408,OpenLibraryAPI,Der Proce Franz Kafka Classics Fiction; Alegorical fiction; Manuscripts; Facsimiles; Trials; Ficción,
